image_path,class,structure
mnist_all/0/mnist_test_0_00069.png,0,complete
mnist_all/0/mnist_test_0_00070.png,0,complete
mnist_all/0/mnist_test_0_00071.png,0,complete
mnist_all/0/mnist_test_0_00072.png,0,complete
mnist_all/0/mnist_test_0_00073.png,0,complete
mnist_all/0/mnist_test_0_00074.png,0,incomplete
mnist_all/0/mnist_test_0_00075.png,0,complete
mnist_all/0/mnist_test_0_00076.png,0,complete
mnist_all/0/mnist_test_0_00077.png,0,complete
mnist_all/0/mnist_test_0_00078.png,0,incomplete
mnist_all/0/mnist_test_0_00079.png,0,complete
mnist_all/0/mnist_test_0_00080.png,0,incomplete
mnist_all/0/mnist_test_0_00081.png,0,complete
mnist_all/0/mnist_test_0_00082.png,0,complete
mnist_all/0/mnist_test_0_00083.png,0,complete
mnist_all/0/mnist_test_0_00084.png,0,complete
mnist_all/0/mnist_test_0_00085.png,0,complete
mnist_all/0/mnist_test_0_00086.png,0,complete
mnist_all/0/mnist_test_0_00087.png,0,complete
mnist_all/0/mnist_test_0_00088.png,0,complete
mnist_all/0/mnist_test_0_00089.png,0,complete
mnist_all/0/mnist_test_0_00090.png,0,complete
mnist_all/0/mnist_test_0_00091.png,0,complete
mnist_all/0/mnist_test_0_00092.png,0,complete
mnist_all/0/mnist_test_0_00093.png,0,complete
mnist_all/0/mnist_test_0_00094.png,0,complete
mnist_all/0/mnist_test_0_00095.png,0,complete
mnist_all/0/mnist_test_0_00096.png,0,complete
mnist_all/0/mnist_test_0_00097.png,0,complete
mnist_all/0/mnist_test_0_00098.png,0,complete
mnist_all/0/mnist_test_0_00099.png,0,complete
mnist_all/0/mnist_test_0_00100.png,0,complete
mnist_all/0/mnist_test_0_00101.png,0,complete
mnist_all/0/mnist_test_0_00102.png,0,incomplete
mnist_all/0/mnist_test_0_00103.png,0,complete
mnist_all/0/mnist_test_0_00104.png,0,incomplete
mnist_all/0/mnist_test_0_00105.png,0,complete
mnist_all/0/mnist_test_0_00106.png,0,complete
mnist_all/0/mnist_test_0_00107.png,0,complete
mnist_all/0/mnist_test_0_00108.png,0,complete
mnist_all/0/mnist_test_0_00109.png,0,complete
mnist_all/0/mnist_test_0_00110.png,0,complete
mnist_all/0/mnist_test_0_00111.png,0,complete
mnist_all/0/mnist_test_0_00112.png,0,complete
mnist_all/0/mnist_test_0_00113.png,0,complete
mnist_all/0/mnist_test_0_00114.png,0,complete
mnist_all/0/mnist_test_0_00115.png,0,complete
mnist_all/0/mnist_test_0_00116.png,0,incomplete
mnist_all/0/mnist_test_0_00117.png,0,complete
mnist_all/0/mnist_test_0_00118.png,0,complete
mnist_all/0/mnist_test_0_00119.png,0,complete
mnist_all/0/mnist_test_0_00120.png,0,incomplete
mnist_all/0/mnist_test_0_00121.png,0,incomplete
mnist_all/0/mnist_test_0_00122.png,0,incomplete
mnist_all/0/mnist_test_0_00123.png,0,complete
mnist_all/0/mnist_test_0_00124.png,0,incomplete
mnist_all/0/mnist_test_0_00125.png,0,complete
mnist_all/0/mnist_test_0_00126.png,0,complete
mnist_all/0/mnist_test_0_00127.png,0,complete
mnist_all/0/mnist_test_0_00128.png,0,incomplete
mnist_all/0/mnist_test_0_00129.png,0,incomplete
mnist_all/0/mnist_test_0_00130.png,0,incomplete
mnist_all/0/mnist_test_0_00131.png,0,complete
mnist_all/0/mnist_test_0_00132.png,0,complete
mnist_all/0/mnist_test_0_00133.png,0,complete
mnist_all/0/mnist_test_0_00134.png,0,incomplete
mnist_all/0/mnist_test_0_00135.png,0,incomplete
mnist_all/0/mnist_test_0_00136.png,0,complete
mnist_all/0/mnist_test_0_00137.png,0,complete
mnist_all/0/mnist_test_0_00138.png,0,incomplete
mnist_all/0/mnist_test_0_00139.png,0,incomplete
mnist_all/0/mnist_test_0_00140.png,0,complete
mnist_all/0/mnist_test_0_00141.png,0,complete
mnist_all/0/mnist_test_0_00142.png,0,incomplete
mnist_all/0/mnist_test_0_00143.png,0,complete
mnist_all/0/mnist_test_0_00144.png,0,complete
mnist_all/0/mnist_test_0_00145.png,0,complete
mnist_all/0/mnist_test_0_00146.png,0,complete
mnist_all/0/mnist_test_0_00147.png,0,incomplete
mnist_all/0/mnist_test_0_00148.png,0,complete
mnist_all/0/mnist_test_0_00149.png,0,complete
mnist_all/0/mnist_test_0_00150.png,0,complete
mnist_all/0/mnist_test_0_00151.png,0,incomplete
mnist_all/0/mnist_test_0_00152.png,0,complete
mnist_all/0/mnist_test_0_00153.png,0,complete
mnist_all/0/mnist_test_0_00154.png,0,complete
mnist_all/0/mnist_test_0_00155.png,0,incomplete
mnist_all/0/mnist_test_0_00156.png,0,incomplete
mnist_all/0/mnist_test_0_00157.png,0,complete
mnist_all/0/mnist_test_0_00158.png,0,incomplete
mnist_all/0/mnist_test_0_00159.png,0,incomplete
mnist_all/0/mnist_test_0_00160.png,0,complete
mnist_all/0/mnist_test_0_00161.png,0,incomplete
mnist_all/0/mnist_test_0_00162.png,0,complete
mnist_all/0/mnist_test_0_00163.png,0,complete
mnist_all/0/mnist_test_0_00164.png,0,incomplete
mnist_all/0/mnist_test_0_00165.png,0,complete
mnist_all/0/mnist_test_0_00166.png,0,complete
mnist_all/0/mnist_test_0_00167.png,0,incomplete
mnist_all/0/mnist_test_0_00168.png,0,complete
mnist_all/0/mnist_test_0_00169.png,0,complete
mnist_all/0/mnist_test_0_00170.png,0,complete
mnist_all/0/mnist_test_0_00171.png,0,complete
mnist_all/0/mnist_test_0_00172.png,0,complete
mnist_all/0/mnist_test_0_00173.png,0,complete
mnist_all/0/mnist_test_0_00174.png,0,complete
mnist_all/0/mnist_test_0_00175.png,0,incomplete
mnist_all/0/mnist_test_0_00176.png,0,incomplete
mnist_all/0/mnist_test_0_00177.png,0,complete
mnist_all/0/mnist_test_0_00178.png,0,complete
mnist_all/0/mnist_test_0_00179.png,0,complete
mnist_all/0/mnist_test_0_00180.png,0,incomplete
mnist_all/0/mnist_test_0_00181.png,0,incomplete
mnist_all/0/mnist_test_0_00182.png,0,complete
mnist_all/0/mnist_test_0_00183.png,0,complete
mnist_all/0/mnist_test_0_00184.png,0,complete
mnist_all/0/mnist_test_0_00185.png,0,complete
mnist_all/0/mnist_test_0_00186.png,0,complete
mnist_all/0/mnist_test_0_00187.png,0,complete
mnist_all/0/mnist_test_0_00188.png,0,incomplete
mnist_all/0/mnist_test_0_00189.png,0,complete
mnist_all/0/mnist_test_0_00190.png,0,complete
mnist_all/0/mnist_test_0_00191.png,0,complete
mnist_all/0/mnist_test_0_00192.png,0,complete
mnist_all/0/mnist_test_0_00193.png,0,complete
mnist_all/0/mnist_test_0_00194.png,0,complete
mnist_all/0/mnist_test_0_00195.png,0,complete
mnist_all/0/mnist_test_0_00196.png,0,incomplete
mnist_all/0/mnist_test_0_00197.png,0,complete
mnist_all/0/mnist_test_0_00198.png,0,complete
mnist_all/0/mnist_test_0_00199.png,0,incomplete
mnist_all/0/mnist_test_0_00200.png,0,incomplete
mnist_all/0/mnist_test_0_00201.png,0,complete
mnist_all/0/mnist_test_0_00202.png,0,incomplete
mnist_all/0/mnist_test_0_00203.png,0,incomplete
mnist_all/0/mnist_test_0_00204.png,0,incomplete
mnist_all/0/mnist_test_0_00205.png,0,complete
mnist_all/0/mnist_test_0_00206.png,0,complete
mnist_all/0/mnist_test_0_00207.png,0,complete
mnist_all/0/mnist_test_0_00208.png,0,complete
mnist_all/0/mnist_test_0_00209.png,0,complete
mnist_all/0/mnist_test_0_00210.png,0,complete
mnist_all/0/mnist_test_0_00211.png,0,incomplete
mnist_all/0/mnist_test_0_00212.png,0,complete
mnist_all/0/mnist_test_0_00213.png,0,complete
mnist_all/0/mnist_test_0_00214.png,0,incomplete
mnist_all/0/mnist_test_0_00215.png,0,complete
mnist_all/0/mnist_test_0_00216.png,0,incomplete
mnist_all/0/mnist_test_0_00217.png,0,complete
mnist_all/0/mnist_test_0_00218.png,0,complete
mnist_all/0/mnist_test_0_00219.png,0,complete
mnist_all/0/mnist_test_0_00220.png,0,incomplete
mnist_all/0/mnist_test_0_00221.png,0,complete
mnist_all/0/mnist_test_0_00222.png,0,complete
mnist_all/0/mnist_test_0_00223.png,0,complete
mnist_all/0/mnist_test_0_00224.png,0,complete
mnist_all/0/mnist_test_0_00225.png,0,incomplete
mnist_all/0/mnist_test_0_00226.png,0,complete
mnist_all/0/mnist_test_0_00227.png,0,complete
mnist_all/0/mnist_test_0_00228.png,0,complete
mnist_all/0/mnist_test_0_00229.png,0,complete
mnist_all/0/mnist_test_0_00230.png,0,incomplete
mnist_all/0/mnist_test_0_00231.png,0,incomplete
mnist_all/0/mnist_test_0_00232.png,0,complete
mnist_all/0/mnist_test_0_00233.png,0,complete
mnist_all/0/mnist_test_0_00234.png,0,complete
mnist_all/0/mnist_test_0_00235.png,0,complete
mnist_all/0/mnist_test_0_00236.png,0,incomplete
mnist_all/0/mnist_test_0_00237.png,0,complete
mnist_all/0/mnist_test_0_00238.png,0,complete
mnist_all/0/mnist_test_0_00239.png,0,complete
mnist_all/0/mnist_test_0_00240.png,0,complete
mnist_all/0/mnist_test_0_00241.png,0,complete
mnist_all/0/mnist_test_0_00242.png,0,incomplete
mnist_all/0/mnist_test_0_00243.png,0,complete
mnist_all/0/mnist_test_0_00244.png,0,complete
mnist_all/0/mnist_test_0_00245.png,0,incomplete
mnist_all/0/mnist_test_0_00246.png,0,incomplete
mnist_all/0/mnist_test_0_00247.png,0,unreviewed
mnist_all/0/mnist_test_0_00248.png,0,complete
mnist_all/0/mnist_test_0_00249.png,0,incomplete
mnist_all/0/mnist_test_0_00250.png,0,incomplete
mnist_all/0/mnist_test_0_00251.png,0,complete
mnist_all/0/mnist_test_0_00252.png,0,unreviewed
mnist_all/0/mnist_test_0_00253.png,0,complete
mnist_all/0/mnist_test_0_00254.png,0,complete
mnist_all/0/mnist_test_0_00255.png,0,complete
mnist_all/0/mnist_test_0_00256.png,0,complete
mnist_all/0/mnist_test_0_00257.png,0,complete
mnist_all/0/mnist_test_0_00258.png,0,incomplete
mnist_all/0/mnist_test_0_00259.png,0,incomplete
mnist_all/0/mnist_test_0_00260.png,0,complete
mnist_all/0/mnist_test_0_00261.png,0,incomplete
mnist_all/0/mnist_test_0_00262.png,0,complete
mnist_all/0/mnist_test_0_00263.png,0,complete
mnist_all/0/mnist_test_0_00264.png,0,incomplete
mnist_all/0/mnist_test_0_00265.png,0,incomplete
mnist_all/0/mnist_test_0_00266.png,0,complete
mnist_all/0/mnist_test_0_00267.png,0,unreviewed
mnist_all/0/mnist_test_0_00268.png,0,complete
mnist_all/0/mnist_test_0_00269.png,0,complete
mnist_all/0/mnist_test_0_00270.png,0,complete
mnist_all/0/mnist_test_0_00271.png,0,complete
mnist_all/0/mnist_test_0_00272.png,0,complete
mnist_all/0/mnist_test_0_00273.png,0,unreviewed
mnist_all/0/mnist_test_0_00274.png,0,complete
mnist_all/0/mnist_test_0_00275.png,0,unreviewed
mnist_all/0/mnist_test_0_00276.png,0,complete
mnist_all/0/mnist_test_0_00277.png,0,complete
mnist_all/0/mnist_test_0_00278.png,0,unreviewed
mnist_all/0/mnist_test_0_00279.png,0,complete
mnist_all/0/mnist_test_0_00280.png,0,complete
mnist_all/0/mnist_test_0_00281.png,0,complete
mnist_all/0/mnist_test_0_00282.png,0,complete
mnist_all/0/mnist_test_0_00283.png,0,complete
mnist_all/0/mnist_test_0_00284.png,0,complete
mnist_all/0/mnist_test_0_00285.png,0,incomplete
mnist_all/0/mnist_test_0_00286.png,0,incomplete
mnist_all/0/mnist_test_0_00287.png,0,complete
mnist_all/0/mnist_test_0_00288.png,0,complete
mnist_all/0/mnist_test_0_00289.png,0,incomplete
mnist_all/0/mnist_test_0_00290.png,0,complete
mnist_all/0/mnist_test_0_00291.png,0,incomplete
mnist_all/0/mnist_test_0_00292.png,0,incomplete
mnist_all/0/mnist_test_0_00293.png,0,complete
mnist_all/0/mnist_test_0_00294.png,0,complete
mnist_all/0/mnist_test_0_00295.png,0,complete
mnist_all/0/mnist_test_0_00296.png,0,complete
mnist_all/0/mnist_test_0_00297.png,0,incomplete
mnist_all/0/mnist_test_0_00298.png,0,unreviewed
mnist_all/0/mnist_test_0_00299.png,0,complete
mnist_all/0/mnist_test_0_00300.png,0,complete
mnist_all/0/mnist_test_0_00301.png,0,complete
mnist_all/0/mnist_test_0_00302.png,0,incomplete
mnist_all/0/mnist_test_0_00303.png,0,complete
mnist_all/0/mnist_test_0_00304.png,0,complete
mnist_all/0/mnist_test_0_00305.png,0,unreviewed
mnist_all/0/mnist_test_0_00306.png,0,incomplete
mnist_all/0/mnist_test_0_00307.png,0,complete
mnist_all/0/mnist_test_0_00308.png,0,complete
mnist_all/0/mnist_test_0_00309.png,0,complete
mnist_all/0/mnist_test_0_00310.png,0,complete
mnist_all/0/mnist_test_0_00311.png,0,incomplete
mnist_all/0/mnist_test_0_00312.png,0,incomplete
mnist_all/0/mnist_test_0_00313.png,0,complete
mnist_all/0/mnist_test_0_00314.png,0,complete
mnist_all/0/mnist_test_0_00315.png,0,complete
mnist_all/0/mnist_test_0_00316.png,0,complete
mnist_all/0/mnist_test_0_00317.png,0,incomplete
mnist_all/0/mnist_test_0_00318.png,0,complete
mnist_all/0/mnist_test_0_00319.png,0,incomplete
mnist_all/0/mnist_test_0_00320.png,0,complete
mnist_all/0/mnist_test_0_00321.png,0,complete
mnist_all/0/mnist_test_0_00322.png,0,unreviewed
mnist_all/0/mnist_test_0_00323.png,0,complete
mnist_all/0/mnist_test_0_00324.png,0,complete
mnist_all/0/mnist_test_0_00325.png,0,complete
mnist_all/0/mnist_test_0_00326.png,0,incomplete
mnist_all/0/mnist_test_0_00327.png,0,complete
mnist_all/0/mnist_test_0_00328.png,0,complete
mnist_all/0/mnist_test_0_00329.png,0,complete
mnist_all/0/mnist_test_0_00330.png,0,incomplete
mnist_all/0/mnist_test_0_00331.png,0,complete
mnist_all/0/mnist_test_0_00332.png,0,complete
mnist_all/0/mnist_test_0_00333.png,0,unreviewed
mnist_all/0/mnist_test_0_00334.png,0,complete
mnist_all/0/mnist_test_0_00335.png,0,complete
mnist_all/0/mnist_test_0_00336.png,0,incomplete
mnist_all/0/mnist_test_0_00337.png,0,complete
mnist_all/0/mnist_test_0_00338.png,0,complete
mnist_all/0/mnist_test_0_00339.png,0,complete
mnist_all/0/mnist_test_0_00340.png,0,unreviewed
mnist_all/0/mnist_test_0_00341.png,0,complete
mnist_all/0/mnist_test_0_00342.png,0,incomplete
mnist_all/0/mnist_test_0_00343.png,0,complete
mnist_all/0/mnist_test_0_00344.png,0,complete
mnist_all/0/mnist_test_0_00345.png,0,complete
mnist_all/0/mnist_test_0_00346.png,0,unreviewed
mnist_all/0/mnist_test_0_00347.png,0,complete
mnist_all/0/mnist_test_0_00348.png,0,unreviewed
mnist_all/0/mnist_test_0_00349.png,0,complete
mnist_all/0/mnist_test_0_00350.png,0,complete
mnist_all/0/mnist_test_0_00351.png,0,unreviewed
mnist_all/0/mnist_test_0_00352.png,0,complete
mnist_all/0/mnist_test_0_00353.png,0,incomplete
mnist_all/0/mnist_test_0_00354.png,0,complete
mnist_all/0/mnist_test_0_00355.png,0,unreviewed
mnist_all/0/mnist_test_0_00356.png,0,complete
mnist_all/0/mnist_test_0_00357.png,0,complete
mnist_all/0/mnist_test_0_00358.png,0,incomplete
mnist_all/0/mnist_test_0_00359.png,0,unreviewed
mnist_all/0/mnist_test_0_00360.png,0,complete
mnist_all/0/mnist_test_0_00361.png,0,complete
mnist_all/0/mnist_test_0_00362.png,0,complete
mnist_all/0/mnist_test_0_00363.png,0,unreviewed
mnist_all/0/mnist_test_0_00364.png,0,complete
mnist_all/0/mnist_test_0_00365.png,0,incomplete
mnist_all/0/mnist_test_0_00366.png,0,complete
mnist_all/0/mnist_test_0_00367.png,0,complete
mnist_all/0/mnist_test_0_00368.png,0,complete
mnist_all/0/mnist_test_0_00369.png,0,complete
mnist_all/0/mnist_test_0_00370.png,0,complete
mnist_all/0/mnist_test_0_00371.png,0,complete
mnist_all/0/mnist_test_0_00372.png,0,complete
mnist_all/0/mnist_test_0_00373.png,0,incomplete
mnist_all/0/mnist_test_0_00374.png,0,unreviewed
mnist_all/0/mnist_test_0_00375.png,0,complete
mnist_all/0/mnist_test_0_00376.png,0,incomplete
mnist_all/0/mnist_test_0_00377.png,0,complete
mnist_all/0/mnist_test_0_00378.png,0,unreviewed
mnist_all/0/mnist_test_0_00379.png,0,complete
mnist_all/0/mnist_test_0_00380.png,0,complete
mnist_all/0/mnist_test_0_00381.png,0,complete
mnist_all/0/mnist_test_0_00382.png,0,incomplete
mnist_all/0/mnist_test_0_00383.png,0,incomplete
mnist_all/0/mnist_test_0_00384.png,0,complete
mnist_all/0/mnist_test_0_00385.png,0,complete
mnist_all/0/mnist_test_0_00386.png,0,complete
mnist_all/0/mnist_test_0_00387.png,0,complete
mnist_all/0/mnist_test_0_00388.png,0,incomplete
mnist_all/0/mnist_test_0_00389.png,0,complete
mnist_all/0/mnist_test_0_00390.png,0,incomplete
mnist_all/0/mnist_test_0_00391.png,0,complete
mnist_all/0/mnist_test_0_00392.png,0,complete
mnist_all/0/mnist_test_0_00393.png,0,complete
mnist_all/0/mnist_test_0_00394.png,0,complete
mnist_all/0/mnist_test_0_00395.png,0,complete
mnist_all/0/mnist_test_0_00396.png,0,complete
mnist_all/0/mnist_test_0_00397.png,0,complete
mnist_all/0/mnist_test_0_00398.png,0,complete
mnist_all/0/mnist_test_0_00399.png,0,unreviewed
mnist_all/0/mnist_test_0_00400.png,0,complete
mnist_all/0/mnist_test_0_00401.png,0,complete
mnist_all/0/mnist_test_0_00402.png,0,complete
mnist_all/0/mnist_test_0_00403.png,0,complete
mnist_all/0/mnist_test_0_00404.png,0,complete
mnist_all/0/mnist_test_0_00405.png,0,complete
mnist_all/0/mnist_test_0_00406.png,0,complete
mnist_all/0/mnist_test_0_00407.png,0,complete
mnist_all/0/mnist_test_0_00408.png,0,complete
mnist_all/0/mnist_test_0_00409.png,0,complete
mnist_all/0/mnist_test_0_00410.png,0,complete
mnist_all/0/mnist_test_0_00411.png,0,complete
mnist_all/0/mnist_test_0_00412.png,0,complete
mnist_all/0/mnist_test_0_00413.png,0,complete
mnist_all/0/mnist_test_0_00414.png,0,complete
mnist_all/0/mnist_test_0_00415.png,0,complete
mnist_all/0/mnist_test_0_00416.png,0,complete
mnist_all/0/mnist_test_0_00417.png,0,complete
mnist_all/0/mnist_test_0_00418.png,0,complete
mnist_all/0/mnist_test_0_00419.png,0,complete
mnist_all/0/mnist_test_0_00420.png,0,complete
mnist_all/0/mnist_test_0_00421.png,0,complete
mnist_all/0/mnist_test_0_00422.png,0,complete
mnist_all/0/mnist_test_0_00423.png,0,complete
mnist_all/0/mnist_test_0_00424.png,0,complete
mnist_all/0/mnist_test_0_00425.png,0,incomplete
mnist_all/0/mnist_test_0_00426.png,0,complete
mnist_all/0/mnist_test_0_00427.png,0,complete
mnist_all/0/mnist_test_0_00428.png,0,complete
mnist_all/0/mnist_test_0_00429.png,0,complete
mnist_all/0/mnist_test_0_00430.png,0,complete
mnist_all/0/mnist_test_0_00431.png,0,unreviewed
mnist_all/0/mnist_test_0_00432.png,0,complete
mnist_all/0/mnist_test_0_00433.png,0,incomplete
mnist_all/0/mnist_test_0_00434.png,0,complete
mnist_all/0/mnist_test_0_00435.png,0,complete
mnist_all/0/mnist_test_0_00436.png,0,incomplete
mnist_all/0/mnist_test_0_00437.png,0,complete
mnist_all/0/mnist_test_0_00438.png,0,incomplete
mnist_all/0/mnist_test_0_00439.png,0,complete
mnist_all/0/mnist_test_0_00440.png,0,complete
mnist_all/0/mnist_test_0_00441.png,0,unreviewed
mnist_all/0/mnist_test_0_00442.png,0,complete
mnist_all/0/mnist_test_0_00443.png,0,complete
mnist_all/0/mnist_test_0_00444.png,0,complete
mnist_all/0/mnist_test_0_00445.png,0,complete
mnist_all/0/mnist_test_0_00446.png,0,complete
mnist_all/0/mnist_test_0_00447.png,0,complete
mnist_all/0/mnist_test_0_00448.png,0,incomplete
mnist_all/0/mnist_test_0_00449.png,0,complete
mnist_all/0/mnist_test_0_00450.png,0,complete
mnist_all/0/mnist_test_0_00451.png,0,unreviewed
mnist_all/0/mnist_test_0_00452.png,0,complete
mnist_all/0/mnist_test_0_00453.png,0,unreviewed
mnist_all/0/mnist_test_0_00454.png,0,complete
mnist_all/0/mnist_test_0_00455.png,0,unreviewed
mnist_all/0/mnist_test_0_00456.png,0,complete
mnist_all/0/mnist_test_0_00457.png,0,complete
mnist_all/0/mnist_test_0_00458.png,0,complete
mnist_all/0/mnist_test_0_00459.png,0,complete
mnist_all/0/mnist_test_0_00460.png,0,unreviewed
mnist_all/0/mnist_test_0_00461.png,0,complete
mnist_all/0/mnist_test_0_00462.png,0,complete
mnist_all/0/mnist_test_0_00463.png,0,complete
mnist_all/0/mnist_test_0_00464.png,0,complete
mnist_all/0/mnist_test_0_00465.png,0,complete
mnist_all/0/mnist_test_0_00466.png,0,complete
mnist_all/0/mnist_test_0_00467.png,0,complete
mnist_all/0/mnist_test_0_00468.png,0,complete
mnist_all/0/mnist_test_0_00469.png,0,complete
mnist_all/0/mnist_test_0_00470.png,0,complete
mnist_all/0/mnist_test_0_00471.png,0,complete
mnist_all/0/mnist_test_0_00472.png,0,complete
mnist_all/0/mnist_test_0_00473.png,0,complete
mnist_all/0/mnist_test_0_00474.png,0,complete
mnist_all/0/mnist_test_0_00475.png,0,complete
mnist_all/0/mnist_test_0_00476.png,0,complete
mnist_all/0/mnist_test_0_00477.png,0,complete
mnist_all/0/mnist_test_0_00478.png,0,incomplete
mnist_all/0/mnist_test_0_00479.png,0,complete
mnist_all/0/mnist_test_0_00480.png,0,complete
mnist_all/0/mnist_test_0_00481.png,0,complete
mnist_all/0/mnist_test_0_00482.png,0,complete
mnist_all/0/mnist_test_0_00483.png,0,complete
mnist_all/0/mnist_test_0_00484.png,0,complete
mnist_all/0/mnist_test_0_00485.png,0,unreviewed
mnist_all/0/mnist_test_0_00486.png,0,incomplete
mnist_all/0/mnist_test_0_00487.png,0,complete
mnist_all/0/mnist_test_0_00488.png,0,complete
mnist_all/0/mnist_test_0_00489.png,0,complete
mnist_all/0/mnist_test_0_00490.png,0,complete
mnist_all/0/mnist_test_0_00491.png,0,complete
mnist_all/0/mnist_test_0_00492.png,0,complete
mnist_all/0/mnist_test_0_00493.png,0,complete
mnist_all/0/mnist_test_0_00494.png,0,complete
mnist_all/0/mnist_test_0_00495.png,0,complete
mnist_all/0/mnist_test_0_00496.png,0,complete
mnist_all/0/mnist_test_0_00497.png,0,complete
mnist_all/0/mnist_test_0_00498.png,0,complete
mnist_all/0/mnist_test_0_00499.png,0,complete
mnist_all/0/mnist_test_0_00500.png,0,complete
mnist_all/0/mnist_test_0_00501.png,0,complete
mnist_all/0/mnist_test_0_00502.png,0,complete
mnist_all/0/mnist_test_0_00503.png,0,complete
mnist_all/0/mnist_test_0_00504.png,0,complete
mnist_all/0/mnist_test_0_00505.png,0,complete
mnist_all/0/mnist_test_0_00506.png,0,complete
mnist_all/0/mnist_test_0_00507.png,0,complete
mnist_all/0/mnist_test_0_00508.png,0,incomplete
mnist_all/0/mnist_test_0_00509.png,0,complete
mnist_all/0/mnist_test_0_00510.png,0,complete
mnist_all/0/mnist_test_0_00511.png,0,complete
mnist_all/0/mnist_test_0_00512.png,0,complete
mnist_all/0/mnist_test_0_00513.png,0,complete
mnist_all/0/mnist_test_0_00514.png,0,complete
mnist_all/0/mnist_test_0_00515.png,0,complete
mnist_all/0/mnist_test_0_00516.png,0,complete
mnist_all/0/mnist_test_0_00517.png,0,complete
mnist_all/0/mnist_test_0_00518.png,0,complete
mnist_all/0/mnist_test_0_00519.png,0,complete
mnist_all/0/mnist_test_0_00520.png,0,complete
mnist_all/0/mnist_test_0_00521.png,0,complete
mnist_all/0/mnist_test_0_00522.png,0,complete
mnist_all/0/mnist_test_0_00523.png,0,complete
mnist_all/0/mnist_test_0_00524.png,0,unreviewed
mnist_all/0/mnist_test_0_00525.png,0,complete
