status,image_id,image_path,profiling,expected,predicted,correct,error
success,a691d46f-ef76-404d-b0a9-c84151d30431,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00123.png,"{'skeletonization_time_ms': 118.18275, 'contour_analysis_time_ms': 1162.264626, 'classification_time_ms': 893.439876}",0,6,False,
success,0f69a98c-2862-4b4d-a182-fcd4565dada3,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00522.png,"{'skeletonization_time_ms': 71.566458, 'contour_analysis_time_ms': 1284.410334, 'classification_time_ms': 122.924625}",0,1,False,
error,cea812bf-7935-435f-a330-1e48c79ee2e9,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00609.png,,1,,,DLQ
error,d06a7457-3bf7-4fcb-8279-ef24569ad201,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00657.png,,1,,,DLQ
error,927e90e8-5048-42f5-886a-7f9ac29c78aa,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00620.png,,1,,,DLQ
success,7df9664e-ab1b-4095-a62b-6c6493122428,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00536.png,"{'skeletonization_time_ms': 62.890958, 'contour_analysis_time_ms': 1020.474292, 'classification_time_ms': 702.029125}",0,6,False,
success,ebd42a05-ed69-4d86-9861-d0dd06163831,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00906.png,"{'skeletonization_time_ms': 104.056125, 'contour_analysis_time_ms': 741.78, 'classification_time_ms': 713.029167}",0,9,False,
error,f9302d13-5888-46da-a1c2-7ac499e3e3d0,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00745.png,,1,,,DLQ
success,64eda6ae-413c-4c73-9c8e-2d7a4d9668c2,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00334.png,"{'skeletonization_time_ms': 51.342667, 'contour_analysis_time_ms': 720.396792, 'classification_time_ms': 489.13975}",0,6,False,
error,bb3cd8af-861e-4d9e-b0f6-f57cdd6ab8c8,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00656.png,,1,,,DLQ
error,b05d1800-af57-45ca-bf8e-473e4c4ba741,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00905.png,,1,,,DLQ
success,d1677bb4-39a7-41e9-84de-37acdda46e71,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00691.png,"{'skeletonization_time_ms': 743.377376, 'contour_analysis_time_ms': 916.456876, 'classification_time_ms': 29.356458}",0,1,False,
success,27562eb0-565b-49a4-952c-7566019b64a9,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00083.png,"{'skeletonization_time_ms': 51.200584, 'contour_analysis_time_ms': 1076.934694, 'classification_time_ms': 663.308376}",0,not classified,False,
success,0dfb182f-42f0-4baf-b157-67695bb5671d,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00255.png,"{'skeletonization_time_ms': 117.581167, 'contour_analysis_time_ms': 1119.34925, 'classification_time_ms': 611.715167}",0,6,False,
error,b932b9ba-8a0c-4ded-87ab-6a811cda0956,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00648.png,,1,,,DLQ
error,b53726b7-f36e-4645-8707-692274aee9f3,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00883.png,,1,,,DLQ
success,385d71a8-3bce-4b9d-a41c-5d6799f70d36,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00682.png,"{'skeletonization_time_ms': 72.751667, 'contour_analysis_time_ms': 859.373334, 'classification_time_ms': 169.63375}",0,not classified,False,
success,13351769-1ca4-49ae-a8e9-35fe39a8cd9d,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00653.png,"{'skeletonization_time_ms': 308.945667, 'contour_analysis_time_ms': 799.832793, 'classification_time_ms': 433.908833}",0,3,False,
success,99f3d3c2-03ce-4e7a-94a6-7c73fc486418,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00726.png,"{'skeletonization_time_ms': 66.121583, 'contour_analysis_time_ms': 959.991667, 'classification_time_ms': 405.896042}",0,6,False,
success,7943ca4b-ec4d-464e-8a2f-c8b95d3d72ce,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00651.png,"{'skeletonization_time_ms': 39.397083, 'contour_analysis_time_ms': 1047.373584, 'classification_time_ms': 340.3405}",0,6,False,
success,31b8af35-a6dd-4d19-89e6-4d38c0ddffd3,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00929.png,"{'skeletonization_time_ms': 145.69525, 'contour_analysis_time_ms': 879.438, 'classification_time_ms': 34.259875}",0,1,False,
error,5231df50-f6b0-4b13-8a72-2bedd1ceabbf,/opt/nuclio/shared_storage/mnist_all/2/mnist_test_2_00601.png,,2,,,DLQ
success,26c7fdbf-4f8a-499e-90e8-22dd70386169,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00033.png,"{'skeletonization_time_ms': 42.384166, 'contour_analysis_time_ms': 1111.20775, 'classification_time_ms': 35.416375}",0,1,False,
success,5c0938d3-cc42-4bdf-8b54-00082ddd94bd,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00807.png,"{'skeletonization_time_ms': 63.19225, 'contour_analysis_time_ms': 1088.950501, 'classification_time_ms': 400.621125}",0,6,False,
success,8a3c3021-004b-4438-9b45-347d3eecc6a7,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00191.png,"{'skeletonization_time_ms': 80.688333, 'contour_analysis_time_ms': 661.467292, 'classification_time_ms': 567.82625}",0,not classified,False,
success,5662a5b9-a61c-403f-904f-de133d1b150d,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00452.png,"{'skeletonization_time_ms': 88.215542, 'contour_analysis_time_ms': 702.99025, 'classification_time_ms': 857.005209}",0,8,False,
success,41790d79-cb4c-470d-acb3-0ea09878e9cc,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00531.png,"{'skeletonization_time_ms': 101.131667, 'contour_analysis_time_ms': 914.453417, 'classification_time_ms': 666.075167}",0,6,False,
success,503e2e4b-619b-4f2d-92c2-0e92ac948abf,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00295.png,"{'skeletonization_time_ms': 188.333666, 'contour_analysis_time_ms': 807.929584, 'classification_time_ms': 632.117375}",0,not classified,False,
success,1f794993-ef09-4997-a662-daad7c7f6bcd,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00430.png,"{'skeletonization_time_ms': 335.94, 'contour_analysis_time_ms': 1012.323, 'classification_time_ms': 1369.888792}",0,6,False,
success,2e0990e3-2151-46c8-8cd8-5eb7b89c3743,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00964.png,"{'skeletonization_time_ms': 74.408708, 'contour_analysis_time_ms': 656.690125, 'classification_time_ms': 463.511333}",0,6,False,
success,c145890e-cbfc-4d57-94bc-dc8e86788ac4,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00635.png,"{'skeletonization_time_ms': 115.633125, 'contour_analysis_time_ms': 915.047, 'classification_time_ms': 408.719917}",0,not classified,False,
success,2166c192-3293-4f21-9855-4aade95a49fb,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00596.png,"{'skeletonization_time_ms': 46.390583, 'contour_analysis_time_ms': 591.600167, 'classification_time_ms': 57.862458}",0,1,False,
success,0c9453c6-a0bb-43f0-a012-3158c97df9fe,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00966.png,"{'skeletonization_time_ms': 74.001833, 'contour_analysis_time_ms': 652.199209, 'classification_time_ms': 75.510375}",0,not classified,False,
success,90a14edb-7add-4705-9bf0-9fb441bdb589,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00556.png,"{'skeletonization_time_ms': 84.067542, 'contour_analysis_time_ms': 685.981584, 'classification_time_ms': 487.018958}",0,6,False,
success,bb457725-6ca5-4ef4-bd3a-3c3fdaaca1c5,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00633.png,"{'skeletonization_time_ms': 70.248375, 'contour_analysis_time_ms': 775.390042, 'classification_time_ms': 776.340917}",0,2,False,
success,79379792-18c4-437e-a720-562e74702974,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00634.png,"{'skeletonization_time_ms': 85.704083, 'contour_analysis_time_ms': 396.433708, 'classification_time_ms': 595.577459}",0,9,False,
error,434b5cbd-9fe8-49c0-9399-3bac0a4b3bff,/opt/nuclio/shared_storage/mnist_all/3/mnist_test_3_00582.png,,3,,,DLQ
success,7caf7a90-0b07-4940-abc0-f4f01099b1e9,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00969.png,"{'skeletonization_time_ms': 193.774209, 'contour_analysis_time_ms': 1339.400209, 'classification_time_ms': 194.713833}",0,not classified,False,
error,54c8699c-a16c-4024-8990-11883eb3c4c6,/opt/nuclio/shared_storage/mnist_all/4/mnist_test_4_00833.png,,4,,,DLQ
success,2ac96dc3-c627-4223-b500-47aae8a79982,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00800.png,"{'skeletonization_time_ms': 107.182833, 'contour_analysis_time_ms': 897.7895, 'classification_time_ms': 119.309875}",0,not classified,False,
success,bc70a656-f4d7-4f68-966d-9b0f0d0cdee1,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00553.png,"{'skeletonization_time_ms': 107.463875, 'contour_analysis_time_ms': 786.743126, 'classification_time_ms': 402.943417}",0,6,False,
success,d4fcd419-cc3a-4ba0-b00c-d0ae38a49bb7,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00238.png,"{'skeletonization_time_ms': 241.414333, 'contour_analysis_time_ms': 915.425334, 'classification_time_ms': 839.111667}",0,not classified,False,
success,7663fd81-b8a7-43f9-984e-995c46ed5d88,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00236.png,"{'skeletonization_time_ms': 69.860084, 'contour_analysis_time_ms': 799.934417, 'classification_time_ms': 402.213125}",0,5,False,
success,dab47699-1d38-438e-9763-a9b50e153a69,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00424.png,"{'skeletonization_time_ms': 68.570125, 'contour_analysis_time_ms': 713.702667, 'classification_time_ms': 494.732209}",0,6,False,
error,1ef195e5-dee9-4a5a-b853-1cf246e84d4f,/opt/nuclio/shared_storage/mnist_all/4/mnist_test_4_00947.png,,4,,,DLQ
success,7d9235be-f6b8-4968-a885-7912b9cce4a5,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00348.png,"{'skeletonization_time_ms': 282.059583, 'contour_analysis_time_ms': 1069.476209, 'classification_time_ms': 814.578084}",0,not classified,False,
success,aa813101-a06f-4f54-adf1-8d545f18577b,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00805.png,"{'skeletonization_time_ms': 54.966042, 'contour_analysis_time_ms': 741.341334, 'classification_time_ms': 201.645917}",0,not classified,False,
success,bd58fb3f-d2d6-4f50-8700-d093257260b5,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00221.png,"{'skeletonization_time_ms': 88.132625, 'contour_analysis_time_ms': 854.274501, 'classification_time_ms': 35.404333}",0,1,False,
success,b6b8f204-ed3c-455d-a543-4ac51b775033,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00626.png,"{'skeletonization_time_ms': 103.703333, 'contour_analysis_time_ms': 612.255917, 'classification_time_ms': 531.154917}",0,6,False,
success,2d7a4538-07ad-4e68-9476-412e50b00c9b,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00372.png,"{'skeletonization_time_ms': 139.992541, 'contour_analysis_time_ms': 734.401375, 'classification_time_ms': 374.402917}",0,6,False,
success,903a7721-579d-4ae8-92c0-fd19d810fb32,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00545.png,"{'skeletonization_time_ms': 112.467167, 'contour_analysis_time_ms': 472.452, 'classification_time_ms': 132.181542}",0,not classified,False,
success,5a6bb940-2726-4842-a5b9-dc301ffd3ad9,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00815.png,"{'skeletonization_time_ms': 264.358041, 'contour_analysis_time_ms': 375.95975, 'classification_time_ms': 563.1665}",0,6,False,
success,6a69f448-5ff4-4e38-a637-b42fb99832c2,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00578.png,"{'skeletonization_time_ms': 155.928166, 'contour_analysis_time_ms': 525.428417, 'classification_time_ms': 751.208542}",0,6,False,
success,400cd591-338d-45c2-a375-d298960165ca,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00369.png,"{'skeletonization_time_ms': 42.51625, 'contour_analysis_time_ms': 697.748501, 'classification_time_ms': 303.383751}",0,9,False,
success,d5828a84-39d0-4bbd-ba71-38bae11c09a4,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00343.png,"{'skeletonization_time_ms': 172.707375, 'contour_analysis_time_ms': 1008.827667, 'classification_time_ms': 478.231209}",0,6,False,
success,a918179d-8360-4169-ada7-ba7f32475695,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00930.png,"{'skeletonization_time_ms': 115.2365, 'contour_analysis_time_ms': 796.556584, 'classification_time_ms': 330.972333}",0,9,False,
success,57377600-5d8e-4fb6-8b37-5d125aa32c90,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00552.png,"{'skeletonization_time_ms': 160.249, 'contour_analysis_time_ms': 776.262209, 'classification_time_ms': 1335.412459}",0,6,False,
success,8bd02f87-1fb7-4d32-b80b-4d0937df0b60,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00516.png,"{'skeletonization_time_ms': 153.045083, 'contour_analysis_time_ms': 469.513333, 'classification_time_ms': 589.741125}",0,6,False,
success,463ada5f-0fcc-41a6-a8d8-52ca608d7b50,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00808.png,"{'skeletonization_time_ms': 337.0875, 'contour_analysis_time_ms': 627.475125, 'classification_time_ms': 465.521376}",0,9,False,
success,1ce8214b-7916-4655-8a91-460328b0ed6a,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00415.png,"{'skeletonization_time_ms': 151.386708, 'contour_analysis_time_ms': 748.005792, 'classification_time_ms': 279.141584}",0,not classified,False,
success,9aa0b12e-4d82-46b3-a3a0-dc1a3e5fb198,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00976.png,"{'skeletonization_time_ms': 126.02675, 'contour_analysis_time_ms': 693.971375, 'classification_time_ms': 679.943375}",0,6,False,
success,f50c3018-7580-4b4c-a31f-2e59208077e8,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00103.png,"{'skeletonization_time_ms': 174.3545, 'contour_analysis_time_ms': 597.250542, 'classification_time_ms': 392.786834}",0,5,False,
success,983866fc-a330-4420-8021-118721078213,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00011.png,"{'skeletonization_time_ms': 77.103125, 'contour_analysis_time_ms': 725.761209, 'classification_time_ms': 16.6965}",0,1,False,
success,33fe0825-b99c-4276-b12b-01272d15bf2b,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00617.png,"{'skeletonization_time_ms': 83.502041, 'contour_analysis_time_ms': 681.326584, 'classification_time_ms': 1144.629459}",0,6,False,
success,9075aa9c-232c-45ef-907a-3cbe6bd089d8,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00209.png,"{'skeletonization_time_ms': 148.148042, 'contour_analysis_time_ms': 908.061376, 'classification_time_ms': 389.36225}",0,6,False,
success,6dcce807-6ce4-44dd-8b9b-40260ab3667e,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00340.png,"{'skeletonization_time_ms': 138.4725, 'contour_analysis_time_ms': 897.25, 'classification_time_ms': 323.74725}",0,6,False,
success,3c0badf0-e509-47b5-bb63-a216c7b825bc,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00572.png,"{'skeletonization_time_ms': 149.666167, 'contour_analysis_time_ms': 749.847917, 'classification_time_ms': 2412.572987}",0,9,False,
success,00e4ab59-18de-4ca2-b037-b6a10bf22cb7,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00477.png,"{'skeletonization_time_ms': 226.619541, 'contour_analysis_time_ms': 699.11425, 'classification_time_ms': 3523.187904}",0,6,False,
success,a153b2ad-9087-4480-93a3-c224f4e5075e,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00701.png,"{'skeletonization_time_ms': 213.017542, 'contour_analysis_time_ms': 1402.605111, 'classification_time_ms': 443.335958}",0,6,False,
success,9500e077-a1a2-4f28-bf8a-3ad8774a9f0a,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00375.png,"{'skeletonization_time_ms': 108.996542, 'contour_analysis_time_ms': 739.750375, 'classification_time_ms': 915.384292}",0,9,False,
success,928cc5b1-5dac-45b8-bce2-0c4b33030b91,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00417.png,"{'skeletonization_time_ms': 96.071083, 'contour_analysis_time_ms': 849.306292, 'classification_time_ms': 399.62475}",0,6,False,
success,4c1df640-25e5-4b6e-9ebb-669f76a80c0a,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00705.png,"{'skeletonization_time_ms': 53.089708, 'contour_analysis_time_ms': 574.119167, 'classification_time_ms': 491.503167}",0,6,False,
success,2bda9779-87a4-4e71-a515-f93cc5c5a331,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00210.png,"{'skeletonization_time_ms': 227.226416, 'contour_analysis_time_ms': 719.443126, 'classification_time_ms': 123.315}",0,not classified,False,
success,aade362c-d8ee-478c-a77b-63fe50c043af,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00229.png,"{'skeletonization_time_ms': 279.498416, 'contour_analysis_time_ms': 1112.628876, 'classification_time_ms': 777.65325}",0,not classified,False,
success,d4251db3-7142-4bea-b9c0-58133b74a65e,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00338.png,"{'skeletonization_time_ms': 112.712917, 'contour_analysis_time_ms': 648.604542, 'classification_time_ms': 858.148167}",0,not classified,False,
success,872bb17e-da7a-49bb-b9cb-bdaa9b13507d,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00466.png,"{'skeletonization_time_ms': 84.336167, 'contour_analysis_time_ms': 1522.421834, 'classification_time_ms': 490.713751}",0,6,False,
error,7ff20d9e-0ad7-48d5-a44a-fe2c169f4257,/opt/nuclio/shared_storage/mnist_all/6/mnist_test_6_00676.png,,6,,,DLQ
error,7750da38-f625-4adf-9d07-d955c3e0d27c,/opt/nuclio/shared_storage/mnist_all/7/mnist_test_7_00966.png,,7,,,DLQ
success,56abc58a-b834-48d4-8087-e04465386ba3,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00400.png,"{'skeletonization_time_ms': 179.195083, 'contour_analysis_time_ms': 836.144917, 'classification_time_ms': 1196.429418}",0,2,False,
error,7909b37d-9949-4a0a-bdb7-6d82ec92ea11,/opt/nuclio/shared_storage/mnist_all/8/mnist_test_8_00710.png,,8,,,DLQ
success,40a087f0-9c64-4633-8d5f-3512d1d10c3d,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00077.png,"{'skeletonization_time_ms': 88.370708, 'contour_analysis_time_ms': 898.460125, 'classification_time_ms': 564.819876}",0,9,False,
error,debe7e81-c5f5-41dc-8c71-bc3cfa29bbba,/opt/nuclio/shared_storage/mnist_all/7/mnist_test_7_00912.png,,7,,,DLQ
success,87276c94-c396-40bc-b926-20735cd68a95,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00937.png,"{'skeletonization_time_ms': 133.040542, 'contour_analysis_time_ms': 501.997042, 'classification_time_ms': 188.609292}",0,not classified,False,
success,2aeed16b-3a84-4a67-810a-745c8473ef99,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00979.png,"{'skeletonization_time_ms': 60.622792, 'contour_analysis_time_ms': 486.452917, 'classification_time_ms': 669.418126}",0,6,False,
error,2d4d63bd-e915-46c6-9dae-722b31ce5cfd,/opt/nuclio/shared_storage/mnist_all/7/mnist_test_7_00788.png,,7,,,DLQ
success,bf976b32-6261-44a6-8869-5e76577aa59e,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00528.png,"{'skeletonization_time_ms': 74.485083, 'contour_analysis_time_ms': 674.889125, 'classification_time_ms': 25.26175}",0,1,False,
error,3aa7df5f-c4c4-447f-aea0-58cfe4a8c6df,/opt/nuclio/shared_storage/mnist_all/8/mnist_test_8_00730.png,,8,,,DLQ
success,050dee81-0b9d-4d70-831a-0d57b48abbf4,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00846.png,"{'skeletonization_time_ms': 271.781709, 'contour_analysis_time_ms': 962.665958, 'classification_time_ms': 1248.161793}",0,9,False,
error,8bc67e3a-4fb8-4268-8cd1-5445d72b5ee7,/opt/nuclio/shared_storage/mnist_all/9/mnist_test_9_00649.png,,9,,,DLQ
success,0bb09036-97a8-4b3f-a925-f2bcfcc3361f,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00274.png,"{'skeletonization_time_ms': 57.641375, 'contour_analysis_time_ms': 473.541208, 'classification_time_ms': 578.9305}",0,6,False,
error,ff3d3c62-478f-4ddb-a4c6-c22c1a2106fe,/opt/nuclio/shared_storage/mnist_all/9/mnist_test_9_00725.png,,9,,,DLQ
success,f8465de6-e3a7-448d-b405-60248f981a98,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00329.png,"{'skeletonization_time_ms': 52.710459, 'contour_analysis_time_ms': 465.722041, 'classification_time_ms': 55.122917}",0,1,False,
success,501333b3-7603-4b6c-bd4d-3745b03a8bac,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00783.png,"{'skeletonization_time_ms': 476.879, 'contour_analysis_time_ms': 916.948792, 'classification_time_ms': 162.969125}",1,4,False,
success,d561921b-c605-4cc8-9e5c-fc7ef463d4be,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00658.png,"{'skeletonization_time_ms': 119.104292, 'contour_analysis_time_ms': 636.854459, 'classification_time_ms': 339.166334}",0,6,False,
error,63507d7c-23a6-49cd-8fef-206463776340,/opt/nuclio/shared_storage/mnist_all/9/mnist_test_9_00712.png,,9,,,DLQ
success,8401a9e6-6ece-42d7-bb75-8502fe038def,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00154.png,"{'skeletonization_time_ms': 44.531375, 'contour_analysis_time_ms': 638.988917, 'classification_time_ms': 89.643}",1,7,False,
success,113e0047-c830-4ec8-b610-c17de4d7028d,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00449.png,"{'skeletonization_time_ms': 257.486792, 'contour_analysis_time_ms': 506.385501, 'classification_time_ms': 716.498667}",0,6,False,
success,bf17fe97-e137-425e-bcbf-7b5b260e8790,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00441.png,"{'skeletonization_time_ms': 78.7385, 'contour_analysis_time_ms': 1103.482792, 'classification_time_ms': 188.061917}",1,7,False,
error,ab215a0f-12d2-4560-b4fb-2c2e3f1f5682,/opt/nuclio/shared_storage/mnist_all/9/mnist_test_9_00924.png,,9,,,DLQ
success,db476448-1166-49ae-b1ae-a0d8ba500baa,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00934.png,"{'skeletonization_time_ms': 218.87225, 'contour_analysis_time_ms': 450.513208, 'classification_time_ms': 415.691459}",0,6,False,
success,d624d245-e0b5-4ef0-95ed-94038beb1fc1,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00089.png,"{'skeletonization_time_ms': 124.582041, 'contour_analysis_time_ms': 487.949126, 'classification_time_ms': 599.57825}",0,6,False,
success,5d2f9b27-abe6-4c60-b32c-b6f419443720,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00556.png,"{'skeletonization_time_ms': 34.131625, 'contour_analysis_time_ms': 597.570083, 'classification_time_ms': 100.359041}",1,7,False,
success,f022b047-8283-4e64-8e0b-06617f65129e,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00192.png,"{'skeletonization_time_ms': 34.498459, 'contour_analysis_time_ms': 377.569251, 'classification_time_ms': 109.611375}",1,7,False,
success,9e20bd32-bef0-4208-9fc9-e21ef31ca319,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00896.png,"{'skeletonization_time_ms': 242.048167, 'contour_analysis_time_ms': 467.016917, 'classification_time_ms': 458.205875}",0,not classified,False,
success,8cdd2aa0-fba4-46a4-b23c-4ca0df375b12,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00232.png,"{'skeletonization_time_ms': 33.993875, 'contour_analysis_time_ms': 414.659083, 'classification_time_ms': 41.990334}",1,7,False,
success,95c5f9b6-ddd8-40dd-9470-56ef3c55f025,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00706.png,"{'skeletonization_time_ms': 260.766, 'contour_analysis_time_ms': 335.103666, 'classification_time_ms': 230.264792}",0,6,False,
