status,image_id,error,image_path,expected,classification_results,parameters,profiling,predicted,correct
success,2e665dcb-85e2-4c3c-b953-1e4a8addf424,,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00133.png,1,"[{""concept_id"": ""7_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 7_1: 0.4203"", ""similarity"": 0.4203, ""concept_complexity"": 9, ""image_complexity"": 9}, {""concept_id"": ""1_3"", ""is_minor"": true, ""message"": ""Similarity between image and concept 1_3: 0.3637"", ""similarity"": 0.3637, ""concept_complexity"": 5, ""image_complexity"": 9}]","{'ged_timeout': 5, 'skeletonization_threshold': 110, 'simplification_epsilon': 4.55, 'comparison_method': 'ged', 'fgw_alpha': 0.5, 'image_path': '/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00133.png', 'image_id': '2e665dcb-85e2-4c3c-b953-1e4a8addf424', 'diagnostic_weight_epsilon': 1.0, 'range_penalty_factor': 0.5, 'node_costs': {'NO_COST': 0.0, 'MINOR': 0.65, 'GENERAL': 0.75, 'SEVERE': 1.0, 'NO_MATCH': 1.5, 'IMPOSSIBLE': 10.0}, 'features': ['normalized_x', 'normalized_y', 'distance_to_centroid', 'horizontal_direction', 'vertical_direction', 'angle_with_ox', 'junction_angle_min', 'is_endpoint', 'is_corner', 'length_ratio_to_max', 'eccentricity', 'avg_neighbor_vector_length', 'neighbor_endpoint_count', 'neighbor_junction_count'], 'mlflow_experiment_id': '4', 'mlflow_run_id': 'b586b24a868744d3aff0659ed46c898f', 'session_id': '84da8340-88e6-4df2-a79a-31aabbcb20a9', 'image_width': 100, 'image_height': 100}","{'skeletonization_time_ms': 234.5195, 'contour_analysis_time_ms': 2110.012126, 'classification_time_ms': 182.637375}",7,False
error,a0f126a5-b9b8-4836-9bbb-7bdfb17e5746,DLQ,/opt/nuclio/shared_storage/mnist_all/8/mnist_test_8_00578.png,8,[],,,,
success,5dc5ebbb-d7b0-433f-9c24-7123ea2a1bdf,,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00562.png,1,"[{""concept_id"": ""7_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 7_1: 0.3938"", ""similarity"": 0.3938, ""concept_complexity"": 9, ""image_complexity"": 13}, {""concept_id"": ""1_3"", ""is_minor"": true, ""message"": ""Similarity between image and concept 1_3: 0.4112"", ""similarity"": 0.4112, ""concept_complexity"": 5, ""image_complexity"": 13}, {""concept_id"": ""2_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 2_1: 0.3209"", ""similarity"": 0.3209, ""concept_complexity"": 13, ""image_complexity"": 13}, {""concept_id"": ""1_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has more endpoints than image."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""4_2"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has more endpoints than image."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}]","{'ged_timeout': 5, 'skeletonization_threshold': 110, 'simplification_epsilon': 4.55, 'comparison_method': 'ged', 'fgw_alpha': 0.5, 'image_path': '/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00562.png', 'image_id': '5dc5ebbb-d7b0-433f-9c24-7123ea2a1bdf', 'diagnostic_weight_epsilon': 1.0, 'range_penalty_factor': 0.5, 'node_costs': {'NO_COST': 0.0, 'MINOR': 0.65, 'GENERAL': 0.75, 'SEVERE': 1.0, 'NO_MATCH': 1.5, 'IMPOSSIBLE': 10.0}, 'features': ['normalized_x', 'normalized_y', 'distance_to_centroid', 'horizontal_direction', 'vertical_direction', 'angle_with_ox', 'junction_angle_min', 'is_endpoint', 'is_corner', 'length_ratio_to_max', 'eccentricity', 'avg_neighbor_vector_length', 'neighbor_endpoint_count', 'neighbor_junction_count'], 'mlflow_experiment_id': '4', 'mlflow_run_id': 'b586b24a868744d3aff0659ed46c898f', 'session_id': 'f364f56c-c469-4509-8e3a-c8cb604181db', 'image_width': 100, 'image_height': 100}","{'skeletonization_time_ms': 42.1645, 'contour_analysis_time_ms': 1102.564792, 'classification_time_ms': 192.299917}",7,False
error,30d028d2-b8fe-4478-937a-6e59cb4c5fa1,DLQ,/opt/nuclio/shared_storage/mnist_all/9/mnist_test_9_00725.png,9,[],,,,
success,c07f647a-c1d5-40fa-b7b3-baa070c3fd4e,,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00556.png,1,"[{""concept_id"": ""4_2"", ""is_minor"": true, ""message"": ""Similarity between image and concept 4_2: 0.5393"", ""similarity"": 0.5393, ""concept_complexity"": 13, ""image_complexity"": 17}, {""concept_id"": ""1_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 1_1: 0.4443"", ""similarity"": 0.4443, ""concept_complexity"": 13, ""image_complexity"": 17}, {""concept_id"": ""7_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 7_1: 0.4009"", ""similarity"": 0.4009, ""concept_complexity"": 9, ""image_complexity"": 17}, {""concept_id"": ""2_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 2_1: 0.2648"", ""similarity"": 0.2648, ""concept_complexity"": 13, ""image_complexity"": 17}, {""concept_id"": ""1_3"", ""is_minor"": true, ""message"": ""Similarity between image and concept 1_3: 0.2933"", ""similarity"": 0.2933, ""concept_complexity"": 5, ""image_complexity"": 17}, {""concept_id"": ""4_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has intersection points but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""5_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has more corner points than image."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""9_2"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has intersection points but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}]","{'ged_timeout': 5, 'skeletonization_threshold': 110, 'simplification_epsilon': 4.55, 'comparison_method': 'ged', 'fgw_alpha': 0.5, 'image_path': '/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00556.png', 'image_id': 'c07f647a-c1d5-40fa-b7b3-baa070c3fd4e', 'diagnostic_weight_epsilon': 1.0, 'range_penalty_factor': 0.5, 'node_costs': {'NO_COST': 0.0, 'MINOR': 0.65, 'GENERAL': 0.75, 'SEVERE': 1.0, 'NO_MATCH': 1.5, 'IMPOSSIBLE': 10.0}, 'features': ['normalized_x', 'normalized_y', 'distance_to_centroid', 'horizontal_direction', 'vertical_direction', 'angle_with_ox', 'junction_angle_min', 'is_endpoint', 'is_corner', 'length_ratio_to_max', 'eccentricity', 'avg_neighbor_vector_length', 'neighbor_endpoint_count', 'neighbor_junction_count'], 'mlflow_experiment_id': '4', 'mlflow_run_id': 'b586b24a868744d3aff0659ed46c898f', 'session_id': '145e168c-1711-4394-bcea-e4f9d3e4263a', 'image_width': 100, 'image_height': 100}","{'skeletonization_time_ms': 42.339625, 'contour_analysis_time_ms': 1480.973876, 'classification_time_ms': 223.341417}",4,False
success,08f997db-ea36-4f42-9ec5-d42982b1af88,,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00334.png,0,"[{""concept_id"": ""6_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 6_1: 0.5066"", ""similarity"": 0.5066, ""concept_complexity"": 20, ""image_complexity"": 24}, {""concept_id"": ""0_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 0_1: 0.4975"", ""similarity"": 0.4975, ""concept_complexity"": 20, ""image_complexity"": 24}, {""concept_id"": ""4_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 4_1: 0.4605"", ""similarity"": 0.4605, ""concept_complexity"": 16, ""image_complexity"": 24}, {""concept_id"": ""9_2"", ""is_minor"": true, ""message"": ""Similarity between image and concept 9_2: 0.446"", ""similarity"": 0.446, ""concept_complexity"": 16, ""image_complexity"": 24}, {""concept_id"": ""1_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""1_3"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""2_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""2_2"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has corner points but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""3_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""4_2"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""5_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""7_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""8_2"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}]","{'ged_timeout': 5, 'skeletonization_threshold': 110, 'simplification_epsilon': 4.55, 'comparison_method': 'ged', 'fgw_alpha': 0.5, 'image_path': '/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00334.png', 'image_id': '08f997db-ea36-4f42-9ec5-d42982b1af88', 'diagnostic_weight_epsilon': 1.0, 'range_penalty_factor': 0.5, 'node_costs': {'NO_COST': 0.0, 'MINOR': 0.65, 'GENERAL': 0.75, 'SEVERE': 1.0, 'NO_MATCH': 1.5, 'IMPOSSIBLE': 10.0}, 'features': ['normalized_x', 'normalized_y', 'distance_to_centroid', 'horizontal_direction', 'vertical_direction', 'angle_with_ox', 'junction_angle_min', 'is_endpoint', 'is_corner', 'length_ratio_to_max', 'eccentricity', 'avg_neighbor_vector_length', 'neighbor_endpoint_count', 'neighbor_junction_count'], 'mlflow_experiment_id': '4', 'mlflow_run_id': 'b586b24a868744d3aff0659ed46c898f', 'session_id': 'a411169f-2b41-4b05-8cab-ad616dcde223', 'image_width': 100, 'image_height': 100}","{'skeletonization_time_ms': 534.621292, 'contour_analysis_time_ms': 2913.95946, 'classification_time_ms': 405.5655}",6,False
success,b64072a3-bcd1-48ed-9145-38aa2e274449,,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00487.png,1,"[{""concept_id"": ""7_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 7_1: 0.3908"", ""similarity"": 0.3908, ""concept_complexity"": 9, ""image_complexity"": 9}, {""concept_id"": ""1_3"", ""is_minor"": true, ""message"": ""Similarity between image and concept 1_3: 0.3638"", ""similarity"": 0.3638, ""concept_complexity"": 5, ""image_complexity"": 9}]","{'ged_timeout': 5, 'skeletonization_threshold': 110, 'simplification_epsilon': 4.55, 'comparison_method': 'ged', 'fgw_alpha': 0.5, 'image_path': '/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00487.png', 'image_id': 'b64072a3-bcd1-48ed-9145-38aa2e274449', 'diagnostic_weight_epsilon': 1.0, 'range_penalty_factor': 0.5, 'node_costs': {'NO_COST': 0.0, 'MINOR': 0.65, 'GENERAL': 0.75, 'SEVERE': 1.0, 'NO_MATCH': 1.5, 'IMPOSSIBLE': 10.0}, 'features': ['normalized_x', 'normalized_y', 'distance_to_centroid', 'horizontal_direction', 'vertical_direction', 'angle_with_ox', 'junction_angle_min', 'is_endpoint', 'is_corner', 'length_ratio_to_max', 'eccentricity', 'avg_neighbor_vector_length', 'neighbor_endpoint_count', 'neighbor_junction_count'], 'mlflow_experiment_id': '4', 'mlflow_run_id': 'b586b24a868744d3aff0659ed46c898f', 'session_id': '9e980aef-1fca-44c8-8ebe-3ba4acf96f7b', 'image_width': 100, 'image_height': 100}","{'skeletonization_time_ms': 81.441375, 'contour_analysis_time_ms': 409.053791, 'classification_time_ms': 77.190834}",7,False
success,56f89842-57e5-43a2-b095-cfab9404ed2c,,/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00449.png,0,"[{""concept_id"": ""6_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 6_1: 0.5186"", ""similarity"": 0.5186, ""concept_complexity"": 20, ""image_complexity"": 40}, {""concept_id"": ""0_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 0_1: 0.4975"", ""similarity"": 0.4975, ""concept_complexity"": 20, ""image_complexity"": 40}, {""concept_id"": ""9_2"", ""is_minor"": true, ""message"": ""Similarity between image and concept 9_2: 0.4662"", ""similarity"": 0.4662, ""concept_complexity"": 16, ""image_complexity"": 40}, {""concept_id"": ""4_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 4_1: 0.4638"", ""similarity"": 0.4638, ""concept_complexity"": 16, ""image_complexity"": 40}, {""concept_id"": ""8_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 8_1: 0.3727"", ""similarity"": 0.3727, ""concept_complexity"": 27, ""image_complexity"": 40}, {""concept_id"": ""1_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""1_3"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""2_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""2_2"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has corner points but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""3_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""4_2"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""5_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""7_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""8_2"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has endpoints but image does not."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}]","{'ged_timeout': 5, 'skeletonization_threshold': 110, 'simplification_epsilon': 4.55, 'comparison_method': 'ged', 'fgw_alpha': 0.5, 'image_path': '/opt/nuclio/shared_storage/mnist_all/0/mnist_test_0_00449.png', 'image_id': '56f89842-57e5-43a2-b095-cfab9404ed2c', 'diagnostic_weight_epsilon': 1.0, 'range_penalty_factor': 0.5, 'node_costs': {'NO_COST': 0.0, 'MINOR': 0.65, 'GENERAL': 0.75, 'SEVERE': 1.0, 'NO_MATCH': 1.5, 'IMPOSSIBLE': 10.0}, 'features': ['normalized_x', 'normalized_y', 'distance_to_centroid', 'horizontal_direction', 'vertical_direction', 'angle_with_ox', 'junction_angle_min', 'is_endpoint', 'is_corner', 'length_ratio_to_max', 'eccentricity', 'avg_neighbor_vector_length', 'neighbor_endpoint_count', 'neighbor_junction_count'], 'mlflow_experiment_id': '4', 'mlflow_run_id': 'b586b24a868744d3aff0659ed46c898f', 'session_id': '95bafe02-9b0e-468c-a8f2-a3fa46da67f9', 'image_width': 100, 'image_height': 100}","{'skeletonization_time_ms': 178.525542, 'contour_analysis_time_ms': 1600.907834, 'classification_time_ms': 53935.792122}",6,False
success,a7eb21ac-dfd1-4ff9-b862-89006c3502fd,,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00886.png,1,"[{""concept_id"": ""7_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 7_1: 0.4167"", ""similarity"": 0.4167, ""concept_complexity"": 9, ""image_complexity"": 9}, {""concept_id"": ""1_3"", ""is_minor"": true, ""message"": ""Similarity between image and concept 1_3: 0.3614"", ""similarity"": 0.3614, ""concept_complexity"": 5, ""image_complexity"": 9}]","{'ged_timeout': 5, 'skeletonization_threshold': 110, 'simplification_epsilon': 4.55, 'comparison_method': 'ged', 'fgw_alpha': 0.5, 'image_path': '/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00886.png', 'image_id': 'a7eb21ac-dfd1-4ff9-b862-89006c3502fd', 'diagnostic_weight_epsilon': 1.0, 'range_penalty_factor': 0.5, 'node_costs': {'NO_COST': 0.0, 'MINOR': 0.65, 'GENERAL': 0.75, 'SEVERE': 1.0, 'NO_MATCH': 1.5, 'IMPOSSIBLE': 10.0}, 'features': ['normalized_x', 'normalized_y', 'distance_to_centroid', 'horizontal_direction', 'vertical_direction', 'angle_with_ox', 'junction_angle_min', 'is_endpoint', 'is_corner', 'length_ratio_to_max', 'eccentricity', 'avg_neighbor_vector_length', 'neighbor_endpoint_count', 'neighbor_junction_count'], 'mlflow_experiment_id': '4', 'mlflow_run_id': 'b586b24a868744d3aff0659ed46c898f', 'session_id': 'afec1e38-355e-4b2f-abe6-0e5506287396', 'image_width': 100, 'image_height': 100}","{'skeletonization_time_ms': 32.842125, 'contour_analysis_time_ms': 1581.750751, 'classification_time_ms': 48.401875}",7,False
success,79946064-977d-47e0-8929-4b48beec3c5d,,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00531.png,1,"[{""concept_id"": ""7_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 7_1: 0.4142"", ""similarity"": 0.4142, ""concept_complexity"": 9, ""image_complexity"": 13}, {""concept_id"": ""1_3"", ""is_minor"": true, ""message"": ""Similarity between image and concept 1_3: 0.4134"", ""similarity"": 0.4134, ""concept_complexity"": 5, ""image_complexity"": 13}, {""concept_id"": ""1_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has more endpoints than image."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""2_1"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has more corner points than image."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}, {""concept_id"": ""4_2"", ""is_minor"": false, ""message"": ""Preprocessing failed: Concept has more endpoints than image."", ""similarity"": 0.0, ""concept_complexity"": 0, ""image_complexity"": 0}]","{'ged_timeout': 5, 'skeletonization_threshold': 110, 'simplification_epsilon': 4.55, 'comparison_method': 'ged', 'fgw_alpha': 0.5, 'image_path': '/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00531.png', 'image_id': '79946064-977d-47e0-8929-4b48beec3c5d', 'diagnostic_weight_epsilon': 1.0, 'range_penalty_factor': 0.5, 'node_costs': {'NO_COST': 0.0, 'MINOR': 0.65, 'GENERAL': 0.75, 'SEVERE': 1.0, 'NO_MATCH': 1.5, 'IMPOSSIBLE': 10.0}, 'features': ['normalized_x', 'normalized_y', 'distance_to_centroid', 'horizontal_direction', 'vertical_direction', 'angle_with_ox', 'junction_angle_min', 'is_endpoint', 'is_corner', 'length_ratio_to_max', 'eccentricity', 'avg_neighbor_vector_length', 'neighbor_endpoint_count', 'neighbor_junction_count'], 'mlflow_experiment_id': '4', 'mlflow_run_id': 'b586b24a868744d3aff0659ed46c898f', 'session_id': 'b5b68ae3-0b46-4472-8563-2209cd9febb1', 'image_width': 100, 'image_height': 100}","{'skeletonization_time_ms': 100.069375, 'contour_analysis_time_ms': 1609.117667, 'classification_time_ms': 59.886458}",7,False
success,6a21ae64-323a-447a-a105-7cd15f2cd1d8,,/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00533.png,1,"[{""concept_id"": ""7_1"", ""is_minor"": true, ""message"": ""Similarity between image and concept 7_1: 0.4151"", ""similarity"": 0.4151, ""concept_complexity"": 9, ""image_complexity"": 9}, {""concept_id"": ""1_3"", ""is_minor"": true, ""message"": ""Similarity between image and concept 1_3: 0.3859"", ""similarity"": 0.3859, ""concept_complexity"": 5, ""image_complexity"": 9}]","{'ged_timeout': 5, 'skeletonization_threshold': 110, 'simplification_epsilon': 4.55, 'comparison_method': 'ged', 'fgw_alpha': 0.5, 'image_path': '/opt/nuclio/shared_storage/mnist_all/1/mnist_test_1_00533.png', 'image_id': '6a21ae64-323a-447a-a105-7cd15f2cd1d8', 'diagnostic_weight_epsilon': 1.0, 'range_penalty_factor': 0.5, 'node_costs': {'NO_COST': 0.0, 'MINOR': 0.65, 'GENERAL': 0.75, 'SEVERE': 1.0, 'NO_MATCH': 1.5, 'IMPOSSIBLE': 10.0}, 'features': ['normalized_x', 'normalized_y', 'distance_to_centroid', 'horizontal_direction', 'vertical_direction', 'angle_with_ox', 'junction_angle_min', 'is_endpoint', 'is_corner', 'length_ratio_to_max', 'eccentricity', 'avg_neighbor_vector_length', 'neighbor_endpoint_count', 'neighbor_junction_count'], 'mlflow_experiment_id': '4', 'mlflow_run_id': 'b586b24a868744d3aff0659ed46c898f', 'session_id': '086e77f3-fbca-482d-b577-0de40aad8120', 'image_width': 100, 'image_height': 100}","{'skeletonization_time_ms': 64.200875, 'contour_analysis_time_ms': 917.66875, 'classification_time_ms': 39.561125}",7,False
